train_auc,val_auc,learning_rate,batch_size,num_epochs,regularization_lambda
0.8306934290566865,0.8506104593375199,0.25,2048,100,0.001
0.8223119091579039,0.8396823592796725,0.75,4096,500,1
0.8280086446851616,0.8472482358496818,1.0,8192,100,0.01
0.8276879059459945,0.8474578593214714,1.0,8192,50,0.01
0.8311880250719113,0.8509443610796803,0.75,4096,200,0.001
0.8203643129392933,0.8400220625383914,0.1,8192,100,0.1
0.8266409798436836,0.8465176641500667,0.75,8192,50,0.01
0.8297511478085849,0.8499521619526199,0.1,8192,500,0.001
0.8212884553515535,0.8392989699022912,0.5,8192,200,1
0.8228795634338905,0.8409055007044298,1.0,4096,50,0.1
0.8309768462536088,0.8506351332573404,0.5,1024,200,0.001
0.8277097807396372,0.8467007963594994,0.25,1024,200,0.01
0.8208910449535249,0.8388007384561702,0.75,1024,200,1
0.8322543705476358,0.85118397070332,0.25,2048,200,0
0.8320728300461447,0.851426306340764,0.25,8192,500,0
0.8228039610027708,0.8410724166266152,0.5,1024,500,0.1
0.8215455982841642,0.8397906309561654,0.25,8192,200,1
0.8322718796801827,0.8512246512170183,0.5,2048,100,0
0.8322230544307709,0.8511427310073025,1.0,2048,50,0
0.8305342535876448,0.8503907705839904,1.0,8192,100,0.001
0.8318754962479298,0.8514548945368167,0.1,4096,500,0
0.8325646114144287,0.8498590580965266,0.75,1024,500,0
0.8308037919549064,0.8507482977791235,0.25,1024,50,0.001
0.827727505408211,0.8467374926991758,0.25,2048,500,0.01
0.8278510244564715,0.8484841685699835,0.5,8192,50,0
0.8324644632334102,0.8507798915801403,0.1,1024,500,0
0.828026944116474,0.8473276397389624,0.25,1024,50,0.01
0.8275145980754958,0.8464129572608565,0.25,1024,500,0.01
0.8325871877567084,0.8506130455557448,0.75,2048,200,0
0.821280256530134,0.8395708024070563,0.1,2048,100,1
0.8230763393741531,0.8411391690159314,0.5,2048,500,0.1
0.8266263276200438,0.8464911029899199,0.1,2048,100,0.01
0.8208050080429805,0.8388129705693957,0.1,4096,100,1
0.8300088485991478,0.8502978065234768,0.1,1024,50,0
0.8295530701997671,0.8497967092679717,0.5,4096,50,0.001
0.8216425937225131,0.8400957348089035,0.1,4096,50,1
0.8280440982485057,0.8474822536501325,0.1,1024,100,0.01
0.8183927584121122,0.8396583144399608,0.1,4096,50,0.001
0.831108517635126,0.8508576878202543,0.1,1024,500,0.001
0.8276280756806158,0.8472896852390686,0.25,8192,200,0.01
0.8310649751314743,0.8507913548176772,0.25,1024,100,0.001
0.8230953699374787,0.8412276596178939,0.1,1024,50,0.1
0.8325092820484375,0.8506047976165413,0.75,1024,100,0
0.8279127691889137,0.8485166710422682,0.25,8192,100,0
0.8230117081494278,0.8411223935463651,0.1,1024,500,0.1
0.8308713688386676,0.8505230172024053,0.5,2048,500,0.001
0.8235693886014195,0.8422792019685454,0.1,8192,200,0.1
0.8325339207746619,0.8506052869010703,1.0,8192,500,0
0.8278030867083475,0.8468698092153806,1.0,8192,200,0.01
0.8308122739314987,0.8506050772077008,0.5,8192,200,0.001
0.8230760984809464,0.8411509118446279,0.5,8192,200,0.1
0.8048448653031899,0.8258226760173134,0.1,8192,50,0.1
0.8229208533747502,0.8410812237481375,0.75,1024,50,0.1
0.8275508672947851,0.8465463222439091,1.0,4096,100,0.01
0.830505219616948,0.8504854121914607,0.1,2048,200,0.001
0.8326561973211196,0.8510234154800118,1.0,1024,50,0
0.8151455433436083,0.8365308776282618,0.1,4096,50,0.01
0.8257231429167624,0.8464195975508934,0.1,2048,50,0
0.8230181995874175,0.8410025887345453,0.5,1024,200,0.1
0.8225924778983124,0.8418204627736953,1.0,4096,50,1
0.8230094260032594,0.8411126078557846,0.1,2048,200,0.1
0.8280209217863077,0.8470437848143417,0.5,1024,50,0.01
0.8230021442665039,0.8411247001734303,0.25,4096,200,0.1
0.8267097950030508,0.8465549895698516,0.1,4096,200,0.01
0.8196226450179747,0.8375536919872809,0.75,4096,50,1
0.8204568370616311,0.8389134136934244,0.5,4096,50,1
0.8275754384018638,0.8465043835699932,0.75,2048,100,0.01
0.827624720080509,0.8466180373763053,0.5,4096,500,0.01
0.81983793169938,0.8373084905404524,0.75,4096,200,1
0.8212723619948704,0.8395749962744479,0.5,8192,50,1
0.8324099157137913,0.8510032150187423,0.75,4096,200,0
0.8307253452934698,0.8508823617400747,0.5,4096,50,0
0.8272701041493327,0.8460991161843858,0.5,1024,100,0.01
0.8201277642627531,0.8378668340858528,0.5,4096,500,1
0.8207639251857546,0.8390283955577438,0.1,1024,50,1
0.8326666529315278,0.8500291893170455,1.0,2048,500,0
0.8244408726039445,0.8426116358571188,1.0,1024,100,0.1
0.8311628961068804,0.8511929875182118,1.0,1024,100,0.001
0.8310798090815682,0.8508284705440927,0.5,4096,200,0.001
0.8316056324635293,0.8513977181447114,0.1,2048,200,0
0.8229431000736942,0.8409549184418608,0.75,2048,500,0.1
0.8214825603355601,0.8400584792869084,0.5,4096,200,1
0.823065980966267,0.8412095560903202,0.75,4096,200,0.1
0.8310609813756797,0.8507832466740535,0.5,1024,500,0.001
0.8204890787155532,0.8386297684621731,0.5,1024,100,1
0.820402551566202,0.8377902261081666,0.25,1024,200,1
0.8316141482496943,0.8513615110895639,0.75,8192,100,0
0.8310278226370937,0.8506493924064719,0.75,1024,200,0.001
0.8231537506174209,0.8411442016568013,1.0,8192,200,0.1
0.8318918051406399,0.8514658684898248,1.0,4096,50,0
0.8210837679712408,0.8395680763932516,0.1,1024,500,1
0.8306998401969408,0.8508647474970301,0.25,2048,50,0
0.8297020563087871,0.849875833566093,0.25,8192,200,0.001
0.8208148424024873,0.8377024344841025,0.75,8192,50,1
0.8233775108230253,0.8415778475450917,0.5,4096,500,0.1
0.8203901476791577,0.8390590806874922,0.5,1024,200,1
0.8159477515313358,0.834624625103204,0.5,1024,500,1
0.8310348508020529,0.8507280274200641,1.0,4096,200,0.001
0.8276028579654561,0.8465856048018103,0.5,1024,500,0.01
0.8218731158426904,0.8396244140118787,1.0,2048,200,1
0.8228882440417231,0.8406991624287636,1.0,2048,500,0.1
0.8326250037639563,0.85033611051232,0.25,1024,500,0
0.8226824916598652,0.8407300572518817,1.0,2048,200,0.1
0.8191416150938611,0.8369347470580719,1.0,8192,500,1
0.828047555277331,0.8474842806860383,0.1,2048,200,0.01
0.822138947835527,0.8404202702472229,0.5,2048,50,0.1
0.828084120330383,0.8476725853319209,0.75,4096,50,0.01
0.8197119318737106,0.8384503408356029,0.75,2048,500,1
0.8210513741742408,0.8392400460654394,0.1,2048,50,1
0.827657878819095,0.8466387970198939,0.25,4096,500,0.01
0.8325235581405792,0.85068518007488,0.25,2048,500,0
0.8276951750041601,0.8467188998870732,0.75,4096,200,0.01
0.8232476482536563,0.8415546414788584,0.75,8192,500,0.1
0.8263194212223746,0.8469625635825246,0.1,8192,200,0
0.8276348502737783,0.846606224649819,1.0,4096,500,0.01
0.8321684012562369,0.8513324336089823,0.1,1024,200,0
0.8177301076887722,0.8387506217408408,0.25,8192,50,0.01
0.8275615849293829,0.8466139134067036,1.0,8192,500,0.01
0.8232614298807948,0.8414167331394649,0.75,2048,100,1
0.8230561888687263,0.8410048953616107,0.75,2048,100,0.1
0.8315517104210084,0.851311114783075,0.75,4096,50,0
0.8176905589409151,0.8362273115269006,1.0,2048,100,1
0.830731853636246,0.8508885826433723,0.25,4096,100,0
0.8275838358545238,0.8464948075727825,1.0,1024,100,0.01
0.8309870736493999,0.8506833627323437,0.75,2048,500,0.001
0.8309295255301896,0.8505733436111044,1.0,8192,200,0.001
0.8323548864077592,0.8513123729432924,1.0,4096,100,0
0.8229909913336555,0.8410503289250195,0.5,8192,500,0.1
0.8299734161667869,0.8502787943246349,0.1,2048,100,0
0.8308989997120904,0.8506653990003498,0.25,8192,500,0.001
0.827759844264655,0.8468526143590751,0.75,4096,100,0.01
0.8198339125864058,0.8395540269374898,0.1,8192,50,1
0.8326486324291913,0.8497509961134033,1.0,1024,500,0
0.8230949811273907,0.8412573661785843,0.1,2048,100,0.1
0.8280228235747812,0.8473110040649758,0.25,2048,100,0.01
0.832531321663748,0.8511341335791499,0.75,1024,50,0
0.8318014406047687,0.8513623498630423,0.25,1024,50,0
0.832637090686255,0.8503388365261246,0.5,2048,500,0
0.8275517547960728,0.8472757056810967,0.1,8192,500,0.01
0.8324686218108724,0.8508374873589848,0.5,2048,200,0
0.8309434381694231,0.8506014425226279,1.0,4096,500,0.001
0.8154076097952672,0.8367644061441835,0.1,8192,100,0.01
0.8274034786880828,0.8471551319935884,0.5,4096,50,0.01
0.8267250769299852,0.8472599786783781,0.25,4096,50,0.001
0.8323347570333157,0.8513459238824251,0.5,1024,50,0
0.8311043083433045,0.8508160287374977,1.0,4096,100,0.001
0.8230576257755732,0.8410797558945504,1.0,2048,50,0.1
0.823024145846045,0.8411312705656773,0.25,4096,100,0.1
0.8020111370846111,0.8145246768555277,1.0,1024,500,1
0.8186949864101365,0.8356015166142852,1.0,1024,100,1
0.8307061541346731,0.8506238797131731,0.25,4096,200,0.001
0.8276724803283755,0.8466547337159819,0.5,4096,200,0.01
0.8201843023209744,0.8393831967390724,0.5,2048,100,1
0.8307217065381903,0.8505992057933525,0.5,4096,100,0.001
0.8318539426452294,0.85149809137095,0.5,2048,50,0
0.8322893254197802,0.8512456904517662,0.1,2048,500,0
0.8237054298702294,0.8420928544607791,0.5,8192,50,0.1
0.8310964264866307,0.8508408424528979,0.1,2048,500,0.001
0.8323531029527907,0.8510880709356322,0.25,4096,500,0
0.8308131994685557,0.8508923571240247,0.1,8192,500,0
0.8275492486614843,0.846479569854593,1.0,2048,200,0.01
0.830954054375302,0.8506691035832122,0.5,1024,100,0.001
0.8214112474939975,0.839791329934064,0.1,8192,100,1
0.8197450948384932,0.8370240764335128,1.0,8192,200,1
0.827665477520596,0.8467459503317489,0.75,1024,500,0.01
0.8216723292418467,0.8421361211927023,0.1,2048,50,0.01
0.8199954843089245,0.838211919474391,0.25,8192,500,1
0.8216283091779784,0.8395797493241582,0.5,8192,500,1
0.8318875282296727,0.8514655190008753,0.5,8192,200,0
0.819409331970385,0.8381457262673937,0.25,1024,100,1
0.8230343901466226,0.8411679669053536,0.1,8192,500,0.1
0.8319571590449852,0.8516428496937498,1.0,8192,100,0
0.8198568439292006,0.8395581509070916,0.1,4096,50,0.1
0.8310879318314487,0.8508151899640194,0.75,1024,100,0.001
0.8230556901775267,0.8412179438251033,0.1,4096,200,0.1
0.8231500822787652,0.8412895191619199,0.25,4096,500,0.1
0.8223109667160604,0.8399797743755262,0.75,1024,500,1
0.8311240108718907,0.8508569888423556,0.25,4096,500,0.001
0.8234403036522262,0.8415967898461438,1.0,8192,500,0.1
0.822791679675428,0.8410362794692577,0.75,4096,500,0.1
